ACC1119911,2021,49.17494548304848,2022-10-19,Aaron Heidenreich
ACC1119911,2021,18.89940347074242,2023-07-11,Aaron Heidenreich
ACC1119911,2021,38.125954473401585,2023-07-30,Aaron Heidenreich
ACC1119911,2021,77.12956286670439,2022-11-13,Aaron Heidenreich
ACC11506644,2021,89.14890428936467,2023-03-17,Loraine Witting
ACC11506644,2022,97.45898078031153,2022-12-04,Loraine Witting
ACC11506644,2022,18.7212613348863,2023-01-29,Loraine Witting
ACC11506644,2021,73.973372522651,2022-12-30,Loraine Witting
ACC11506644,2021,13.176062562504232,2023-02-23,Loraine Witting
ACC11506644,2021,13.89528446099007,2023-07-25,Loraine Witting
ACC11506644,2022,25.627074630913874,2023-02-23,Loraine Witting
ACC11506644,2021,88.53377760371319,2023-05-18,Loraine Witting
ACC11506644,2022,83.23254438284782,2023-06-21,Loraine Witting
