ACC17070893,2021,12.658304404273105,2023-03-28,Scott Gottlieb Sr.
ACC17070893,2021,18.227194897432284,2023-04-18,Scott Gottlieb Sr.
ACC17070893,2022,45.59429864608557,2023-06-08,Scott Gottlieb Sr.
ACC17070893,2021,32.79448291433114,2023-01-30,Scott Gottlieb Sr.
ACC17070893,2022,72.74294553861834,2023-01-17,Scott Gottlieb Sr.
ACC151133933,2022,18.892722486022258,2022-09-01,Doloris Kozey
ACC151133933,2022,34.16914066488374,2023-01-24,Doloris Kozey
ACC151133933,2021,78.63339455543807,2023-01-05,Doloris Kozey
ACC151133933,2021,45.62261793481861,2022-11-20,Doloris Kozey
ACC151133933,2021,39.2151908077106,2023-07-03,Doloris Kozey
ACC151133933,2022,15.518971615261055,2022-10-08,Doloris Kozey
ACC151133933,2022,29.848853917449222,2022-10-02,Doloris Kozey
