ACC113446,2021,48.75374514595624,2023-04-26,Tomoko Cassin MD
ACC113446,2022,55.44692572594855,2023-04-17,Tomoko Cassin MD
ACC113446,2022,19.425642002735767,2022-10-13,Tomoko Cassin MD
ACC113446,2022,75.0877748293612,2022-08-31,Tomoko Cassin MD
ACC113446,2021,20.41927658250099,2023-07-20,Tomoko Cassin MD
ACC113446,2021,14.470325911123755,2022-09-17,Tomoko Cassin MD
ACC1822933,2022,89.19330734298478,2022-11-22,Miss Lesley Kuhlman
ACC1822933,2021,19.167877580587103,2023-07-15,Miss Lesley Kuhlman
ACC1822933,2021,66.79249080820497,2023-07-05,Miss Lesley Kuhlman
ACC1822933,2022,61.668298156505806,2022-12-05,Miss Lesley Kuhlman
ACC1822933,2022,38.64250223606501,2023-08-01,Miss Lesley Kuhlman
ACC1822933,2022,95.86348166247222,2022-12-08,Miss Lesley Kuhlman
