ACC17836239967,2022,83.56144671851496,2022-08-26,Delpha Hahn
ACC17836239967,2022,46.66663768244493,2023-03-03,Delpha Hahn
ACC17836239967,2022,34.40586769885045,2023-06-15,Delpha Hahn
ACC17836239967,2022,84.22409493123206,2022-11-15,Delpha Hahn
ACC17836239967,2022,10.82048043452592,2022-09-29,Delpha Hahn
ACC17836239967,2022,10.304127353809571,2023-07-25,Delpha Hahn
ACC17836239967,2021,28.86158003690097,2022-12-21,Delpha Hahn
ACC17836239967,2021,42.4057068879737,2022-12-15,Delpha Hahn
ACC17836239967,2021,14.366952081365751,2022-09-12,Delpha Hahn
ACC17836239967,2022,63.17396067062209,2023-07-11,Delpha Hahn
