ACC1984563,2022,55.283685416998665,2022-11-29,Mrs. Tuan Wilkinson
ACC1984563,2022,71.2055264373052,2023-05-29,Mrs. Tuan Wilkinson
ACC1984563,2022,70.47361396331107,2023-05-30,Mrs. Tuan Wilkinson
ACC1984563,2022,93.01167075609393,2023-04-21,Mrs. Tuan Wilkinson
ACC1984563,2022,58.829641299237,2022-08-15,Mrs. Tuan Wilkinson
ACC15895316,2021,14.948591856296424,2023-03-29,Vincenza Herman
ACC15895316,2022,96.84272578891746,2022-12-12,Vincenza Herman
ACC15895316,2021,50.187332396871284,2023-02-05,Vincenza Herman
ACC15895316,2021,80.92376734383313,2022-11-07,Vincenza Herman
ACC15895316,2022,86.92840732983181,2022-12-22,Vincenza Herman
ACC15895316,2021,75.61002301662117,2022-09-12,Vincenza Herman
ACC15895316,2021,74.00966885296296,2022-08-05,Vincenza Herman
ACC15895316,2022,27.71728244308372,2023-05-13,Vincenza Herman
