ACC128309172,2022,82.94699961117112,2023-03-13,Ms. Emmanuel Borer
ACC128309172,2022,70.33946751134056,2022-08-29,Ms. Emmanuel Borer
ACC128309172,2021,60.785138455024644,2022-11-07,Ms. Emmanuel Borer
ACC128309172,2022,42.85535946793036,2023-06-07,Ms. Emmanuel Borer
ACC128309172,2021,78.01385023467299,2022-09-02,Ms. Emmanuel Borer
ACC128309172,2021,66.41124635347742,2023-07-10,Ms. Emmanuel Borer
ACC128309172,2021,12.658456537019555,2022-08-15,Ms. Emmanuel Borer
ACC128309172,2021,77.05914077242872,2023-03-19,Ms. Emmanuel Borer
ACC128309172,2021,97.83517610312835,2023-02-01,Ms. Emmanuel Borer
ACC128309172,2022,18.745189665486265,2022-12-22,Ms. Emmanuel Borer
