ACC105729,2022,95.05873313579772,2023-01-02,Ulysses Christiansen
ACC105729,2022,59.57872228514305,2023-03-20,Ulysses Christiansen
ACC105729,2022,95.7781966304082,2023-06-28,Ulysses Christiansen
ACC105729,2022,99.91542057222266,2022-09-17,Ulysses Christiansen
ACC105729,2022,30.760292604984524,2022-10-09,Ulysses Christiansen
ACC105729,2021,18.310841456223102,2022-11-15,Ulysses Christiansen
ACC105729,2022,74.66586656646815,2023-05-03,Ulysses Christiansen
ACC105729,2021,58.751291095467984,2023-07-19,Ulysses Christiansen
ACC194437,2022,66.89980962098691,2023-07-09,Eddy Yost
ACC194437,2021,49.888650321702805,2023-05-31,Eddy Yost
ACC194437,2021,92.65090843165926,2023-01-08,Eddy Yost
ACC194437,2021,76.51534260226276,2023-01-27,Eddy Yost
ACC194437,2022,28.411836271480993,2023-02-02,Eddy Yost
ACC194437,2022,89.65285662567716,2023-08-01,Eddy Yost
ACC194437,2021,27.794067389300444,2023-03-30,Eddy Yost
ACC194437,2021,56.114662671254635,2023-02-10,Eddy Yost
ACC194437,2022,42.3208556673063,2023-02-22,Eddy Yost
