ACC1905710,2022,94.65182110533378,2023-04-21,Jason Mertz
ACC1905710,2022,87.35240178997128,2023-07-27,Jason Mertz
ACC1905710,2022,34.29612375017773,2023-05-19,Jason Mertz
ACC1905710,2022,47.109881178905304,2023-03-15,Jason Mertz
ACC1905710,2021,60.709755795860175,2023-01-13,Jason Mertz
ACC148379649,2021,23.165533618174194,2022-09-09,Gabriella Graham
ACC148379649,2021,37.073839299598205,2023-06-25,Gabriella Graham
ACC148379649,2022,44.52862813129221,2022-09-17,Gabriella Graham
ACC148379649,2021,12.30596794813033,2023-05-31,Gabriella Graham
ACC148379649,2021,61.193094891997944,2023-05-29,Gabriella Graham
