ACC1457493,2022,25.834073404394857,2022-09-14,Joie Becker
ACC1457493,2022,13.12422845571135,2022-12-12,Joie Becker
ACC1457493,2021,80.51052925243646,2022-12-04,Joie Becker
ACC1457493,2021,72.04742906080298,2022-08-14,Joie Becker
ACC1457493,2021,45.47970852839605,2022-11-30,Joie Becker
ACC1457493,2021,45.18670192317758,2023-01-02,Joie Becker
ACC1457493,2021,13.369943690627881,2022-08-09,Joie Becker
ACC1457493,2021,26.044773194315503,2022-11-25,Joie Becker
ACC1457493,2021,56.051514881161644,2022-11-12,Joie Becker
ACC1457493,2022,58.645362741972605,2022-09-25,Joie Becker
