ACC19627455,2021,81.38486505393595,2023-07-13,Amina Erdman
ACC19627455,2022,41.87044046821323,2022-12-13,Amina Erdman
ACC19627455,2021,87.0545314409483,2023-07-08,Amina Erdman
ACC19627455,2021,87.28874417234216,2023-03-07,Amina Erdman
ACC19627455,2021,37.14976276820835,2023-04-24,Amina Erdman
ACC11970169,2021,61.532945622742176,2023-07-26,Florida Yundt
ACC11970169,2022,15.502509028226024,2023-05-02,Florida Yundt
ACC11970169,2021,50.48374120000729,2023-01-25,Florida Yundt
ACC11970169,2022,80.34519067011259,2023-06-24,Florida Yundt
ACC11970169,2021,34.13039939116099,2023-07-21,Florida Yundt
ACC11970169,2022,53.64145921412531,2022-12-12,Florida Yundt
ACC11970169,2022,53.919347765081255,2022-12-04,Florida Yundt
ACC11970169,2022,39.86201114386117,2023-02-10,Florida Yundt
