ACC1041476,2022,92.38090172684731,2023-07-16,Awilda Cummerata
ACC1041476,2021,78.2161099675767,2023-01-22,Awilda Cummerata
ACC1041476,2021,83.13920219932231,2023-04-04,Awilda Cummerata
ACC1041476,2022,29.198607542701648,2023-06-21,Awilda Cummerata
ACC1041476,2022,65.88413577861846,2023-05-14,Awilda Cummerata
ACC1041476,2021,77.56795588671554,2022-08-13,Awilda Cummerata
ACC1041476,2021,77.63262044354155,2023-07-10,Awilda Cummerata
ACC1041476,2021,30.44608717241615,2022-12-28,Awilda Cummerata
ACC1041476,2022,44.832515812751645,2023-04-18,Awilda Cummerata
ACC169302,2022,66.27850854080772,2023-01-13,Mr. Wilfred Collins
ACC169302,2021,27.901517603842535,2023-03-02,Mr. Wilfred Collins
ACC169302,2022,65.25003627165893,2023-04-18,Mr. Wilfred Collins
ACC169302,2021,34.51907672155814,2023-04-16,Mr. Wilfred Collins
ACC169302,2021,57.25302792746459,2022-11-21,Mr. Wilfred Collins
ACC169302,2022,42.09413724493405,2023-01-17,Mr. Wilfred Collins
