ACC186876771,2021,54.51387264699307,2023-02-28,Bobbye Mitchell
ACC186876771,2021,55.89166686162688,2023-04-30,Bobbye Mitchell
ACC186876771,2022,13.081341939795408,2022-12-23,Bobbye Mitchell
ACC193011,2021,68.67245832492506,2023-01-28,Valda Grady
ACC193011,2022,86.71792643723731,2023-07-22,Valda Grady
ACC193011,2022,30.351796265840584,2022-12-18,Valda Grady
ACC193011,2022,17.379486541204074,2023-06-08,Valda Grady
ACC193011,2021,59.47290269352063,2022-08-30,Valda Grady
ACC193011,2021,34.148320528940275,2022-09-07,Valda Grady
ACC193011,2021,49.52069907500643,2023-02-01,Valda Grady
ACC1995184,2021,20.58482745480416,2023-06-18,Austin Carter
ACC1995184,2021,80.02137395804385,2023-03-20,Austin Carter
ACC1995184,2022,41.793314783058094,2022-09-23,Austin Carter
ACC1995184,2021,15.617876976961158,2022-08-03,Austin Carter
ACC1995184,2021,69.45726365753231,2022-09-09,Austin Carter
