ACC19505817,2021,27.373535918037742,2023-04-28,Sheree Christiansen
ACC19505817,2021,89.30772683938712,2023-07-16,Sheree Christiansen
ACC19505817,2021,40.75607838814043,2022-12-06,Sheree Christiansen
ACC19505817,2022,50.00957436932304,2023-07-30,Sheree Christiansen
ACC19505817,2022,31.49079291932216,2023-06-29,Sheree Christiansen
ACC19505817,2022,58.515859037233476,2022-12-24,Sheree Christiansen
ACC19505817,2021,82.34473435847111,2022-11-30,Sheree Christiansen
ACC19505817,2022,94.3960320591205,2023-06-15,Sheree Christiansen
ACC1623875,2022,99.57593007187654,2022-08-14,Cruz Douglas
ACC1623875,2022,95.3751219892589,2023-06-15,Cruz Douglas
ACC1623875,2022,78.12577580675186,2022-09-06,Cruz Douglas
ACC1623875,2021,65.53904094298561,2022-11-08,Cruz Douglas
ACC1623875,2022,29.12309527023165,2023-03-20,Cruz Douglas
ACC1623875,2022,53.06589771286823,2022-08-27,Cruz Douglas
